0.0134928, 0.0014697, -0.0995737
0.0192888, 0.0602523, -0.0256975
0.0151145, -0.034074, 0.00772968
0.0143449, -0.0155418, 0.00946112
0.0147548, 0.0186156, 0.0176015
0.004501, -0.0550105, 0.0154498
0.0166155, -0.026235, -0.0838441
0.00389034, -0.065959, -0.0855026
-0.00421502, -0.0227548, 0.00333522
0.0119586, 0.0246851, -0.00557571
0.012193, -0.00323972, -0.0279757
0.00881745, 0.0158856, -0.0226238
0.00480596, -0.0117247, -0.0555043
0.00925018, 0.0437673, 0.00589808
0.0126263, 0.0090084, -0.0467086
0.015258, -0.00222202, -0.068245
0.00691907, 0.0405633, 0.00571358
0.0123125, -0.026584, -0.0915894
0.0181385, 0.0584255, 0.00392818
0.0201831, -0.00115866, 0.000818514
0.0113704, 0.0479891, -0.0557424
0.0182548, 0.0471567, 0.00354607
0.0175672, 0.0553752, 0.00137745
0.0187314, 0.043322, 0.0099383
0.0168363, -0.0155379, -0.061212
0.0171807, 0.0586186, 0.00234391
0.00566478, 0.0263253, 0.0134161
0.00278086, 0.0341842, -0.0871341
0.0158728, 0.00109794, 0.0152683
0.00775843, 0.0050282, 0.0163876
0.0124772, 0.0197727, -0.0552716
0.0169511, -0.0130842, 0.0173127
0.0079499, 0.0498661, -0.0278778
0.0110785, 0.0534887, -0.0500969
0.00394638, -0.0762444, -0.0104804
0.00865487, -0.00851907, -0.00846082
0.0105255, -0.0136605, 0.0160273
0.0117779, 0.0388172, -0.0726124
0.0082203, 0.0309682, -0.0146223
0.0121457, 0.0208766, -0.0478474
0.0198613, -0.0254679, -0.0668813
-0.00599383, 0.0478805, -0.0339329
0.0071274, 0.0116107, 0.0194125
0.0120024, 0.0281909, -0.0623541
0.0104732, 0.0266848, -0.0307061
0.0187101, -0.0167694, -0.0776471
0.00768027, 0.0260917, -0.0227326
0.0172432, -0.0369468, 0.0048233
-0.0187305, -0.089601, -0.0916409
0.0218789, -0.0481178, -0.00998219
0.0125515, 0.029509, -0.0705625
0.0134453, 0.00849206, -0.0451363
0.00611195, 0.0142515, 0.0163488
0.0148399, -0.0274712, -0.0589481
-0.0341395, 0.00210962, -0.112075
0.0070525, 0.00540685, -0.00282272
0.0106743, 0.0321048, -0.0447191
0.00949956, 0.034347, -0.0159567
0.0157541, 0.0569668, -0.00191866
0.00617234, 0.0487462, 0.00153967
0.00910719, 0.026422, 0.0163534
0.0193543, -0.0284431, -0.0363524
0.00963225, 0.0267441, 0.0195144
0.00936336, 0.0555751, -0.0351324
0.0137267, -0.0118156, 0.013954
0.00667824, -0.0498501, -0.0606358
0.0187079, -0.0330066, -0.0975892
-0.000623913, -0.0749747, -0.0232377
0.00874388, -0.00376936, 0.0173977
0.00902701, -0.0137028, -0.109976
-0.0141308, -0.0877553, -0.0953048
0.0122835, -0.0104316, -0.0375542
0.0122957, -0.0147901, -0.0362354
0.0133275, 0.013427, 0.0192851
0.000469126, -0.0304812, 8.86415e-007
0.00657282, 0.00255513, 0.0183987
0.0153885, -0.00428686, -0.0686973
0.017936, 0.0623668, -0.0191029
0.0223932, -0.0144737, -0.00145988
0.0149354, 0.0302198, -0.0303534
0.0158851, 0.0651828, -0.00977698
0.00799305, 0.0583928, -0.0173458
0.0164791, 0.0523537, 0.00932998
0.0210282, -0.0282841, 0.00598172
0.0109519, 0.0551842, -0.0357223
0.0178001, -0.0116197, -0.0575354
0.0168941, -0.0350977, -0.109369
0.00856406, -0.05322, -0.0209796
0.0135186, -0.051688, -0.0674317
0.0121109, -0.0430361, -0.0702697
0.0129639, -0.0158431, -0.0424283
0.0153418, 0.061984, -9.50243e-006
0.0154276, -0.0543398, -0.0936212
0.0150065, 0.0631888, -0.00587627
0.0138248, 0.0599961, -0.0364151
0.0178071, 0.0385509, 0.011588
0.0154425, 0.0139822, -0.080409
0.00730879, 0.0561095, -0.0103664
-0.0332634, -0.0937129, -0.00343109
0.0140769, -0.0087998, -0.0366916
0.017307, 0.0573451, -0.00477094
0.0112284, 0.01663, -0.0290164
0.0103802, -0.0130994, 0.0213441
0.00728678, -0.00630844, -0.0381779
-0.000786467, 0.0275508, -0.0492811
0.015164, -0.00669985, 0.0168702
0.0137366, -0.0540713, -0.105192
0.00737747, -0.0379102, -0.00195544
0.0019796, 0.0413096, -0.0855218
0.0203962, 0.0339527, -0.0308136
-0.011883, -0.0887557, -0.0685848
0.014895, 0.0563261, 0.00818308
0.00984878, 0.0225418, -0.0218924
0.00451541, -0.0322876, -0.048661
0.00458004, -0.0684798, -0.104534
0.00979918, 0.0373449, 0.00674184
0.00771767, -0.00709221, -0.00302336
0.0192239, 0.050343, -0.0420737
0.0165464, -0.0269277, 0.014905
0.0142432, 0.0216384, -0.0754543
0.0140462, 0.0189627, -0.0576876
0.00801017, -0.039369, -0.116297
0.0129231, 0.018331, -0.0865777
0.0108705, -0.0474796, -0.030221
0.00924767, 0.0135368, 0.0117653
0.0119219, 0.0254323, -0.0283605
0.0124022, -0.0417001, -0.0264338
0.0195739, -0.0156247, -0.0390938
0.0168977, -0.0294375, 0.015592
0.0137354, 0.0619249, 0.000841285
0.0166524, -0.0445073, -0.0393651
0.00550746, -0.0252587, 0.0103508
0.0180425, -0.00378542, -0.088656
0.0128705, 0.0292836, -0.0102097
0.0141984, 0.0616348, 0.00157531
0.0172868, 0.0358095, 0.0119069
0.00748792, 0.0143381, -0.00584109
0.00742497, 0.0460707, -0.022645
0.00708669, 0.0423601, 0.0115754
0.0078081, 0.0446683, -0.0766791
0.017923, 0.0564953, -0.0143468
0.0169405, -0.0321847, -0.0567996
-0.00667948, -0.0623337, -0.0145079
0.0138387, 0.0536389, 0.00173618
-0.00475563, -0.0809232, -0.0737032
0.0139846, 0.0235932, -0.0546557
