0.0158299, -0.0274584, -0.113879
0.0207528, 0.0688673, -0.0317793
0.0200086, -0.0256765, 0.0182438
0.0193568, -0.0128573, 0.0196517
0.0232222, 0.0230733, 0.0178289
0.00931561, -0.0465414, 0.0212
0.0178418, -0.0462549, -0.0934477
0.00451904, -0.0785742, -0.0971635
-0.00358923, -0.0136212, 0.0180991
0.0207655, 0.0249659, -0.00628104
0.0174226, -0.00880733, -0.0357871
0.0165097, 0.00844446, -0.037748
0.00485595, -0.0114649, -0.0791814
0.0193268, 0.0464762, 0.00192949
0.0200536, -0.00783246, -0.0717937
0.0194329, -0.0220196, -0.082725
0.0171584, 0.0417067, -0.00387469
0.0150324, -0.0560884, -0.119993
0.0241531, 0.0671039, 0.00693516
0.0278158, 0.00421705, 0.0119354
0.0171876, 0.035417, -0.0633366
0.0244476, 0.0562093, 0.019395
0.0240411, 0.0640244, 0.0127827
0.0265161, 0.049779, 0.0163003
0.0230039, -0.0346436, -0.087964
0.0220537, 0.0689511, 0.0135652
0.0156648, 0.0277287, -0.00357337
0.00599917, 0.0160362, -0.0924517
0.0240308, 0.00911844, 0.0228113
0.0151585, 0.00419564, -0.00673323
0.0193373, 0.000638215, -0.0763669
0.0242975, -0.00411291, 0.0278159
0.0165198, 0.0415644, -0.0419893
0.0165388, 0.0422097, -0.0698793
0.00611839, -0.0697727, 0.00853624
0.0162419, -0.0133006, -0.0401322
0.0152896, -0.0132867, 0.0092878
0.0159764, 0.0192795, -0.0932801
0.0180602, 0.0206165, -0.0499839
0.0181352, 0.00322221, -0.086203
0.0227704, -0.036344, -0.0637264
-0.00891858, 0.0613456, -0.0163325
0.0159729, 0.01542, 0.00571048
0.0158366, 0.0111769, -0.0946182
0.019828, 0.011688, -0.0658882
0.0240679, -0.0409645, -0.101968
0.0163289, 0.0172708, -0.0409772
0.0229577, -0.0284804, 0.0211129
-0.0243567, -0.102136, -0.11602
0.0253265, -0.0420675, 0.0100612
0.0177476, 0.00796427, -0.0874846
0.0216602, -0.0092071, -0.0756448
0.0152636, 0.016984, 6.55148e-005
0.0188788, -0.0418399, -0.0792009
-0.0297472, -0.0227877, -0.117155
0.0150762, 0.00381397, -0.0216977
0.0188954, 0.0150625, -0.0706762
0.0186404, 0.0243375, -0.0521894
0.022757, 0.0609334, -0.015661
0.0164993, 0.0480701, -0.0130001
0.0189167, 0.0312844, 0.0113318
0.0218527, -0.030665, -0.0295404
0.0192925, 0.0308701, 0.0108339
0.0167036, 0.0476119, -0.0470369
0.0207032, -0.00387352, 0.0190481
0.0100831, -0.0535674, -0.0542838
0.021403, -0.0597644, -0.115198
0.00150149, -0.0704286, -0.0234465
0.014884, -0.00403473, -0.000611613
0.0100072, -0.0431046, -0.119739
-0.0111154, -0.0982711, -0.1102
0.018064, -0.0208803, -0.0587864
0.0176518, -0.0239782, -0.0567045
0.0216291, 0.0179869, 0.017294
0.00373271, -0.0364666, -0.0111141
