0.286261, 0, 0 ,0, 0
0.996909, 0.0038147, 0 ,0.0228882, 0.0143918
0.0358183, 0.0170994, 0 ,0.100767, 0.0645113
-0.312503, 0.0175767, 0 ,0.0955736, 0.0662877
-0.516072, 0.0134124, 0 ,0.0629456, 0.0504344
0.837722, 0.00653522, 0 ,0.0166499, 0.0241891
0.18414, 0.0176986, 7.4792e-008 ,0.0822993, 0.0658483
-0.388332, 0.0201525, 6.73336e-007 ,0.090442, 0.0745275
0.038953, 0.0149776, 2.7767e-006 ,0.0521614, 0.0542469
-0.225061, 0.0154966, 7.86195e-006 ,0.0511053, 0.0552409
0.793091, 0.0124974, 1.76928e-005 ,0.0290243, 0.0427764
0.462669, 0.0230658, 3.43719e-005 ,0.0901156, 0.0813192
0.740433, 0.0292309, 6.03721e-005 ,0.119903, 0.103098
-0.0638357, 0.039097, 9.83995e-005 ,0.169518, 0.138641
0.148477, 0.038245, 0.000151272 ,0.15086, 0.133503
0.0742283, 0.0402216, 0.000221745 ,0.15067, 0.138717
0.390679, 0.0412078, 0.000312585 ,0.144558, 0.139853
-0.346926, 0.0464098, 0.000426694 ,0.164237, 0.156532
0.141201, 0.041781, 0.000567336 ,0.123366, 0.13575
0.199326, 0.0436551, 0.000738177 ,0.124792, 0.139103
0.345603, 0.0463015, 0.00094327 ,0.130752, 0.145001
0.132813, 0.0508944, 0.00118698 ,0.14793, 0.157887
0.710374, 0.0526484, 0.00147395 ,0.146722, 0.159715
0.488677, 0.0620952, 0.00180891 ,0.191789, 0.190212
0.294046, 0.0685832, 0.0021965 ,0.215527, 0.209201
0.374321, 0.0724723, 0.00264115 ,0.221805, 0.218
-0.106466, 0.0774253, 0.00314708 ,0.233999, 0.230395
0.133032, 0.0759646, 0.0037182 ,0.206777, 0.218154
0.128215, 0.0776878, 0.00435822 ,0.200881, 0.217462
0.644554, 0.0793383, 0.00507079 ,0.195071, 0.216052
0.426093, 0.0878601, 0.00585955 ,0.231009, 0.240136
0.103315, 0.0934601, 0.0067282 ,0.246607, 0.252792
0.642107, 0.0947472, 0.00768039 ,0.23515, 0.248752
0.226467, 0.103201, 0.00871962 ,0.267689, 0.271317
0.637777, 0.106103, 0.00984912 ,0.264393, 0.272513
0.649877, 0.114471, 0.0110719 ,0.294247, 0.293889
0.615415, 0.122984, 0.0123906 ,0.322682, 0.315374
0.639992, 0.131019, 0.0138078 ,0.346087, 0.334597
0.696259, 0.139364, 0.0153258 ,0.369587, 0.35449
0.546349, 0.148438, 0.0169468 ,0.395706, 0.376605
0.82304, 0.155493, 0.0186727 ,0.407751, 0.390536
0.538273, 0.166212, 0.0205057 ,0.440955, 0.41768
0.467599, 0.173111, 0.0224478 ,0.448736, 0.429774
1.62126, 0.179043, 0.0245016 ,0.450245, 0.437527
0.568203, 0.200322, 0.0266696 ,0.543874, 0.502458
0.659999, 0.207538, 0.0289551 ,0.545819, 0.513606
0.439269, 0.215947, 0.0313616 ,0.554948, 0.528419
-0.151251, 0.221383, 0.0338933 ,0.545699, 0.531141
0.0242778, 0.218916, 0.0365545 ,0.489974, 0.503141
0.493962, 0.218752, 0.0393504 ,0.452739, 0.482922
0.40192, 0.224811, 0.0422865 ,0.456035, 0.485331
0.225814, 0.229603, 0.0453692 ,0.451708, 0.482197
0.92775, 0.232008, 0.0486051 ,0.433647, 0.469345
-0.140622, 0.243723, 0.052001 ,0.473153, 0.490976
0.496417, 0.241156, 0.0555631 ,0.424078, 0.45816
0.715765, 0.247031, 0.0592972 ,0.429862, 0.456658
0.533526, 0.255779, 0.0632077 ,0.452722, 0.465563
0.863369, 0.262046, 0.0672982 ,0.459182, 0.464744
0.225592, 0.272655, 0.0715706 ,0.491499, 0.479979
0.764696, 0.274707, 0.0760257 ,0.470239, 0.462659
1.03027, 0.283884, 0.0806626 ,0.493782, 0.471956
0.471619, 0.296539, 0.085479 ,0.536677, 0.494167
0.626089, 0.301684, 0.0904713 ,0.531476, 0.487863
0.674661, 0.308822, 0.0956348 ,0.539041, 0.488876
0.864152, 0.316538, 0.100964 ,0.549884, 0.491892
1.02985, 0.326708, 0.106451 ,0.575012, 0.504001
0.697286, 0.339014, 0.112091 ,0.611379, 0.524005
1.12069, 0.346812, 0.117874 ,0.618248, 0.526839
1.23188, 0.360175, 0.123794 ,0.658421, 0.550472
0.973248, 0.374942, 0.129842 ,0.704272, 0.579189
0.623806, 0.386181, 0.136011 ,0.725778, 0.594349
1.02987, 0.392681, 0.142294 ,0.717625, 0.59132
0.802129, 0.404509, 0.148683 ,0.742591, 0.608029
1.04171, 0.413217, 0.155172 ,0.747351, 0.612593
1.17962, 0.425031, 0.161755 ,0.770887, 0.628464
0.77867, 0.438595, 0.168429 ,0.803567, 0.65051
1.05067, 0.446727, 0.175189 ,0.801576, 0.651608
1.49466, 0.458393, 0.182033 ,0.821493, 0.665543
0.69311, 0.475885, 0.18896 ,0.875316, 0.70095
1.33286, 0.482603, 0.19597 ,0.860747, 0.695183
0.7792, 0.497754, 0.203062 ,0.898496, 0.720643
1.32412, 0.505431, 0.210239 ,0.888958, 0.717325
0.722202, 0.520275, 0.217501 ,0.923751, 0.740422
0.821509, 0.527, 0.224852 ,0.907636, 0.732276
1.37394, 0.534951, 0.232294 ,0.90075, 0.728111
1.81712, 0.550165, 0.239832 ,0.938584, 0.750725
0.899589, 0.571184, 0.24747 ,1.00883, 0.79465
1.19486, 0.579874, 0.255212 ,1.00009, 0.791462
0.862513, 0.592395, 0.263063 ,1.01567, 0.802077
1.25515, 0.600384, 0.271029 ,1.00342, 0.794939
1.2044, 0.613498, 0.279112 ,1.02355, 0.806487
1.55793, 0.625828, 0.287318 ,1.03801, 0.814451
0.836344, 0.64276, 0.295652 ,1.07958, 0.839158
0.553504, 0.649966, 0.304117 ,1.06013, 0.826563
0.910583, 0.653289, 0.312717 ,1.01962, 0.7987
1.09341, 0.661256, 0.321457 ,1.01091, 0.78777
0.963047, 0.671543, 0.330339 ,1.0175, 0.785085
1.06569, 0.679974, 0.339368 ,1.01315, 0.77496
0.553294, 0.689653, 0.348545 ,1.01735, 0.769162
0.94477, 0.692382, 0.357872 ,0.980245, 0.736829
1.09508, 0.700203, 0.367352 ,0.977409, 0.723458
1.16694, 0.7099, 0.376983 ,0.986818, 0.71702
0.959162, 0.720427, 0.386765 ,1.00122, 0.713645
0.945425, 0.728055, 0.396695 ,0.997857, 0.699336
0.989377, 0.735368, 0.406771 ,0.993665, 0.683896
0.822298, 0.743131, 0.416987 ,0.993322, 0.670279
1.25463, 0.748532, 0.427338 ,0.979647, 0.647933
0.894308, 0.759557, 0.437814 ,1.00163, 0.647044
1.45816, 0.76564, 0.448409 ,0.993052, 0.627826
1.27511, 0.779096, 0.459112 ,1.03024, 0.636771
0.615462, 0.78997, 0.469911 ,1.04982, 0.636375
1.21224, 0.791909, 0.480797 ,1.01509, 0.602679
1.13473, 0.801656, 0.491755 ,1.03085, 0.598848
0.796974, 0.810225, 0.502774 ,1.03916, 0.591033
1.08785, 0.814145, 0.513839 ,1.01979, 0.566162
1.26663, 0.821794, 0.524938 ,1.02524, 0.555852
1.38916, 0.831678, 0.536057 ,1.04454, 0.554506
1.33289, 0.843046, 0.547182 ,1.07209, 0.559316
1.73965, 0.853517, 0.558302 ,1.09294, 0.561296
1.25328, 0.869259, 0.569402 ,1.14465, 0.583706
1.33671, 0.878373, 0.580471 ,1.15334, 0.581622
1.37479, 0.88845, 0.591496 ,1.168, 0.583631
2.20153, 0.898888, 0.602467 ,1.18453, 0.587413
0.79841, 0.920197, 0.613372 ,1.26585, 0.632581
1.18538, 0.922663, 0.624203 ,1.22847, 0.606985
1.32849, 0.930141, 0.63495 ,1.22503, 0.600513
1.6547, 0.939383, 0.645606 ,1.2333, 0.600889
1.09425, 0.952831, 0.656167 ,1.26699, 0.617299
1.16668, 0.958668, 0.666627 ,1.25318, 0.605145
1.44463, 0.965332, 0.676985 ,1.24626, 0.596198
1.87282, 0.975562, 0.687238 ,1.26213, 0.600786
1.37473, 0.991361, 0.697389 ,1.31095, 0.626465
1.34565, 1.00039, 0.707437 ,1.31605, 0.626656
1.42063, 1.00889, 0.717385 ,1.31842, 0.62489
1.30194, 1.01826, 0.727238 ,1.32659, 0.626376
1.52016, 1.02592, 0.736998 ,1.32462, 0.621367
1.63154, 1.03636, 0.746671 ,1.34026, 0.62679
1.2788, 1.04815, 0.756261 ,1.36354, 0.637275
0.858118, 1.05511, 0.765775 ,1.35677, 0.629481
1.43847, 1.05634, 0.775219 ,1.3169, 0.599972
1.0381, 1.06518, 0.784599 ,1.32662, 0.599082
1.84497, 1.06856, 0.793921 ,1.30355, 0.577558
1.66723, 1.08257, 0.803192 ,1.34684, 0.596117
1.29343, 1.09408, 0.812418 ,1.37246, 0.605313
1.09264, 1.10049, 0.821605 ,1.36614, 0.595283
1.29595, 1.1041, 0.830759 ,1.34427, 0.57472
1.30702, 1.1103, 0.839885 ,1.34041, 0.563957
1.76503, 1.11653, 0.848988 ,1.33774, 0.553371
1.63664, 1.12873, 0.858071 ,1.3719, 0.565466
1.48063, 1.13911, 0.867137 ,1.39307, 0.570796
1.06471, 1.14728, 0.876188 ,1.40007, 0.567971
1.75036, 1.1498, 0.885228 ,1.37326, 0.543918
0.964002, 1.16132, 0.894255 ,1.40341, 0.554021
1.49966, 1.16225, 0.903272 ,1.36827, 0.524312
1.26807, 1.1702, 0.912277 ,1.37878, 0.521248
1.9412, 1.17494, 0.92127 ,1.36993, 0.506304
0.821014, 1.18853, 0.93025 ,1.4156, 0.524984
2.09096, 1.18708, 0.939215 ,1.36806, 0.487163
1.00656, 1.20243, 0.948165 ,1.42586, 0.512985
1.10697, 1.2032, 0.957095 ,1.39234, 0.484142
1.53206, 1.2052, 0.966005 ,1.36952, 0.46017
1.24831, 1.21275, 0.974891 ,1.38252, 0.457431
0.918335, 1.21639, 0.98375 ,1.37179, 0.440333
0.942118, 1.21552, 0.992579 ,1.33553, 0.40657
0.811255, 1.21484, 1.00137 ,1.30407, 0.373961
1.58429, 1.21231, 1.01013 ,1.26467, 0.334798
1.58789, 1.21996, 1.01884 ,1.29023, 0.3346
1.30035, 1.22755, 1.02751 ,1.31403, 0.334777
1.3478, 1.23118, 1.03613 ,1.31293, 0.320729
1.65152, 1.23533, 1.04469 ,1.31572, 0.309313
1.58899, 1.24342, 1.05319 ,1.34257, 0.313439
0.967101, 1.25056, 1.06162 ,1.36227, 0.314711
1.26169, 1.2493, 1.06998 ,1.33068, 0.284995
1.06829, 1.25186, 1.07825 ,1.32516, 0.270345
1.14085, 1.25172, 1.08643 ,1.30462, 0.246253
1.44667, 1.25245, 1.09451 ,1.29153, 0.226101
1.28755, 1.25714, 1.10248 ,1.30393, 0.221645
